fight_id,fight_seq,event_date,bout_order,fighter_a_id,fighter_b_id,outcome,method,round_no,total_rounds,weight_class,bout_type,EVENT,BOUT,fighter_a,fighter_b,winner_id,loser_id,method_bucket,method_detail,time_seconds,bout_length_minutes,referee,details
ufc-fight-night-tsarukyan-vs-hooker__alex-perez-vs-asu-almabayev__1,1,2025-11-22,6,141,366,b_win,Submission,3,3,flyweight,non_title,UFC Fight Night: Tsarukyan vs. Hooker,Alex Perez vs. Asu Almabayev,Alex Perez,Asu Almabayev,366,141,submission,Submission ,22,15,Daniel Movahedi,Guillotine Choke In Clinch 
ufc-fight-night-tsarukyan-vs-hooker__abdul-rakhman-yakhyaev-vs-rafael-cerqueira__1,1,2025-11-22,5,25,3442,a_win,Submission,1,3,light_heavyweight,non_title,UFC Fight Night: Tsarukyan vs. Hooker,Abdul Rakhman Yakhyaev vs. Rafael Cerqueira,Abdul Rakhman Yakhyaev,Rafael Cerqueira,25,3442,submission,Submission ,33,15,Rich Mitchell,Rear Naked Choke 
ufc-fight-night-tsarukyan-vs-hooker__bekzat-almakhan-vs-aleksandre-topuria__1,1,2025-11-22,4,407,116,b_win,Decision,3,3,bantamweight,non_title,UFC Fight Night: Tsarukyan vs. Hooker,Bekzat Almakhan vs. Aleksandre Topuria,Bekzat Almakhan,Aleksandre Topuria,116,407,decision,Decision - Unanimous ,300,15,Marc Goddard,Ben Cartlidge 27 - 30.Cezary Wojciechowski 27 - 30.Anders Ohlsson 28 - 29.
ufc-fight-night-tsarukyan-vs-hooker__ismail-naurdiev-vs-ryan-loder__1,1,2025-11-22,3,1742,3734,a_win,KO/TKO,1,3,middleweight,non_title,UFC Fight Night: Tsarukyan vs. Hooker,Ismail Naurdiev vs. Ryan Loder,Ismail Naurdiev,Ryan Loder,1742,3734,ko_tko,KO/TKO ,86,15,Daniel Movahedi,Punch to Head At Distance 
ufc-fight-night-tsarukyan-vs-hooker__nurullo-aliev-vs-shem-rock__1,1,2025-11-22,2,3284,3912,a_win,Decision,3,3,lightweight,non_title,UFC Fight Night: Tsarukyan vs. Hooker,Nurullo Aliev vs. Shem Rock,Nurullo Aliev,Shem Rock,3284,3912,decision,Decision - Unanimous ,300,15,Lukasz Bosacki,Ben Cartlidge 27 - 30.Anders Ohlsson 27 - 30.Cezary Wojciechowski 27 - 30.
ufc-fight-night-tsarukyan-vs-hooker__marek-bujlo-vs-denzel-freeman__1,1,2025-11-22,1,2856,1119,b_win,Decision,3,3,heavyweight,non_title,UFC Fight Night: Tsarukyan vs. Hooker,Marek Bujlo vs. Denzel Freeman,Marek Bujlo,Denzel Freeman,1119,2856,decision,Decision - Unanimous ,300,15,Rich Mitchell,Vito Paolillo 27 - 30.Mark Collett 28 - 29.David Lethaby 28 - 29.
ufc-322-della-maddalena-vs-makhachev__jack-della-maddalena-vs-islam-makhachev__1,1,2025-11-15,14,1778,1739,b_win,Decision,5,5,welterweight,title,UFC 322: Della Maddalena vs. Makhachev,Jack Della Maddalena vs. Islam Makhachev,Jack Della Maddalena,Islam Makhachev,1739,1778,decision,Decision - Unanimous ,300,25,Herb Dean,Derek Cleary 45 - 50.Sal D'amato 45 - 50.Ron McCarthy 45 - 50.
ufc-322-della-maddalena-vs-makhachev__valentina-shevchenko-vs-zhang-weili__1,1,2025-11-15,13,4256,4485,a_win,Decision,5,5,flyweight,title,UFC 322: Della Maddalena vs. Makhachev,Valentina Shevchenko vs. Zhang Weili,Valentina Shevchenko,Zhang Weili,4256,4485,decision,Decision - Unanimous ,300,25,Marc Goddard,Chris Bolinski 45 - 50.Eric Colon 45 - 50.Chris Lee 45 - 50.
ufc-322-della-maddalena-vs-makhachev__sean-brady-vs-michael-morales__1,1,2025-11-15,12,3832,3033,b_win,KO/TKO,1,3,welterweight,non_title,UFC 322: Della Maddalena vs. Makhachev,Sean Brady vs. Michael Morales,Sean Brady,Michael Morales,3033,3832,ko_tko,KO/TKO ,207,15,Blake Grice,Punches to Head At Distance 
ufc-322-della-maddalena-vs-makhachev__leon-edwards-vs-carlos-prates__1,1,2025-11-15,11,2634,656,b_win,KO/TKO,2,3,welterweight,non_title,UFC 322: Della Maddalena vs. Makhachev,Leon Edwards vs. Carlos Prates,Leon Edwards,Carlos Prates,656,2634,ko_tko,KO/TKO ,88,15,Keith Peterson,Punch to Head At Distance 
ufc-322-della-maddalena-vs-makhachev__beneil-dariush-vs-benoit-saint-denis__1,1,2025-11-15,10,424,428,b_win,KO/TKO,1,3,lightweight,non_title,UFC 322: Della Maddalena vs. Makhachev,Beneil Dariush vs. Benoit Saint Denis,Beneil Dariush,Benoit Saint Denis,428,424,ko_tko,KO/TKO ,16,15,Herb Dean,Punch to Head At Distance 
ufc-322-della-maddalena-vs-makhachev__bo-nickal-vs-rodolfo-vieira__1,1,2025-11-15,9,462,3625,a_win,KO/TKO,3,3,middleweight,non_title,UFC 322: Della Maddalena vs. Makhachev,Bo Nickal vs. Rodolfo Vieira,Bo Nickal,Rodolfo Vieira,462,3625,ko_tko,KO/TKO ,144,15,Dan Miragliotta,Kick to Head At Distance 
ufc-322-della-maddalena-vs-makhachev__roman-kopylov-vs-gregory-rodrigues__1,1,2025-11-15,8,3655,1576,b_win,Decision,3,3,middleweight,non_title,UFC 322: Della Maddalena vs. Makhachev,Roman Kopylov vs. Gregory Rodrigues,Roman Kopylov,Gregory Rodrigues,1576,3655,decision,Decision - Unanimous ,300,15,Marc Goddard,Eric Colon 27 - 30.Marcel Varela 27 - 30.Sal D'amato 28 - 29.
ufc-322-della-maddalena-vs-makhachev__erin-blanchfield-vs-tracy-cortez__1,1,2025-11-15,7,1354,4200,a_win,Submission,2,3,flyweight,non_title,UFC 322: Della Maddalena vs. Makhachev,Erin Blanchfield vs. Tracy Cortez,Erin Blanchfield,Tracy Cortez,1354,4200,submission,Submission ,284,15,Blake Grice,Rear Naked Choke 
ufc-322-della-maddalena-vs-makhachev__malcolm-wellmaker-vs-ethyn-ewing__1,1,2025-11-15,6,2789,1366,b_win,Decision,3,3,featherweight,non_title,UFC 322: Della Maddalena vs. Makhachev,Malcolm Wellmaker vs. Ethyn Ewing,Malcolm Wellmaker,Ethyn Ewing,1366,2789,decision,Decision - Unanimous ,300,15,Keith Peterson,Chris Bolinski 27 - 30.Ron McCarthy 28 - 29.Marcel Varela 28 - 29.
ufc-322-della-maddalena-vs-makhachev__kyle-daukaus-vs-gerald-meerschaert__1,1,2025-11-15,5,2578,1520,a_win,Submission,1,3,middleweight,non_title,UFC 322: Della Maddalena vs. Makhachev,Kyle Daukaus vs. Gerald Meerschaert,Kyle Daukaus,Gerald Meerschaert,2578,1520,submission,Submission ,50,15,Herb Dean,D'Arce Choke On Ground 
ufc-322-della-maddalena-vs-makhachev__pat-sabatini-vs-chepe-mariscal__1,1,2025-11-15,4,3331,738,a_win,Decision,3,3,featherweight,non_title,UFC 322: Della Maddalena vs. Makhachev,Pat Sabatini vs. Chepe Mariscal,Pat Sabatini,Chepe Mariscal,3331,738,decision,Decision - Unanimous ,300,15,Dan Miragliotta,Adrian Castro 27 - 30.Sal D'amato 27 - 30.Chris Lee 27 - 30.
ufc-322-della-maddalena-vs-makhachev__angela-hill-vs-fatima-kline__1,1,2025-11-15,3,270,1397,b_win,Decision,3,3,strawweight,non_title,UFC 322: Della Maddalena vs. Makhachev,Angela Hill vs. Fatima Kline,Angela Hill,Fatima Kline,1397,270,decision,Decision - Unanimous ,300,15,Marc Goddard,Chris Bolinski 27 - 30.Marcel Varela 26 - 30.Eric Colon 28 - 29.
ufc-322-della-maddalena-vs-makhachev__baisangur-susurkaev-vs-eric-mcconico__1,1,2025-11-15,2,393,1333,a_win,KO/TKO,3,3,middleweight,non_title,UFC 322: Della Maddalena vs. Makhachev,Baisangur Susurkaev vs. Eric McConico,Baisangur Susurkaev,Eric McConico,393,1333,ko_tko,KO/TKO ,98,15,Blake Grice,Punch to Head At Distance 
ufc-322-della-maddalena-vs-makhachev__viacheslav-borshchev-vs-matheus-camilo__1,1,2025-11-15,1,4270,2939,b_win,Decision,3,3,lightweight,non_title,UFC 322: Della Maddalena vs. Makhachev,Viacheslav Borshchev vs. Matheus Camilo,Viacheslav Borshchev,Matheus Camilo,2939,4270,decision,Decision - Unanimous ,300,15,Keith Peterson,Adrian Castro 27 - 30.Marcel Varela 27 - 30.Chris Bolinski 28 - 29.
ufc-fight-night-bonfim-vs-brown__gabriel-bonfim-vs-randy-brown__1,1,2025-11-08,12,1468,3479,a_win,KO/TKO,2,5,welterweight,non_title,UFC Fight Night: Bonfim vs. Brown,Gabriel Bonfim vs. Randy Brown,Gabriel Bonfim,Randy Brown,1468,3479,ko_tko,KO/TKO ,100,25,Mark Smith,Knee to Head In Clinch 
ufc-fight-night-bonfim-vs-brown__matt-schnell-vs-joseph-morales__1,1,2025-11-08,11,2967,2246,b_win,Submission,1,3,flyweight,non_title,UFC Fight Night: Bonfim vs. Brown,Matt Schnell vs. Joseph Morales,Matt Schnell,Joseph Morales,2246,2967,submission,Submission ,174,15,Keith Peterson,Guillotine Choke From Guard 
ufc-fight-night-bonfim-vs-brown__muslim-salikhov-vs-uros-medic__1,1,2025-11-08,10,3170,4251,b_win,KO/TKO,1,3,welterweight,non_title,UFC Fight Night: Bonfim vs. Brown,Muslim Salikhov vs. Uros Medic,Muslim Salikhov,Uros Medic,4251,3170,ko_tko,KO/TKO ,63,15,Kerry Hatley,Punch to Head At Distance 
ufc-fight-night-bonfim-vs-brown__chris-padilla-vs-ismael-bonfim__1,1,2025-11-08,9,789,1741,a_win,KO/TKO,2,3,lightweight,non_title,UFC Fight Night: Bonfim vs. Brown,Chris Padilla vs. Ismael Bonfim,Chris Padilla,Ismael Bonfim,789,1741,ko_tko,KO/TKO ,270,15,Chris Tognoni,Punches to Head On Ground 
ufc-fight-night-bonfim-vs-brown__christian-leroy-duncan-vs-marco-tulio__1,1,2025-11-08,8,805,2836,a_win,KO/TKO,2,3,middleweight,non_title,UFC Fight Night: Bonfim vs. Brown,Christian Leroy Duncan vs. Marco Tulio,Christian Leroy Duncan,Marco Tulio,805,2836,ko_tko,KO/TKO ,200,15,Mark Smith,Punch to Head At Distance 
ufc-fight-night-bonfim-vs-brown__hyder-amil-vs-jamall-emmers__1,1,2025-11-08,7,1679,1825,b_win,Decision,3,3,featherweight,non_title,UFC Fight Night: Bonfim vs. Brown,Hyder Amil vs. Jamall Emmers,Hyder Amil,Jamall Emmers,1825,1679,decision,Decision - Unanimous ,300,15,Kerry Hatley,Saleem Haniff 27 - 29.Ben Cartlidge 27 - 30.Chris Lee 27 - 30.
ufc-fight-night-bonfim-vs-brown__ricky-simon-vs-raoni-barcelos__1,1,2025-11-08,6,3577,3483,b_win,Decision,3,3,bantamweight,non_title,UFC Fight Night: Bonfim vs. Brown,Ricky Simon vs. Raoni Barcelos,Ricky Simon,Raoni Barcelos,3483,3577,decision,Decision - Unanimous ,300,15,Keith Peterson,Eric Colon 28 - 29.Sal D'amato 28 - 29.Junichiro Kamijo 28 - 29.
ufc-fight-night-bonfim-vs-brown__mayra-bueno-silva-vs-jacqueline-cavalcanti__1,1,2025-11-08,5,2996,1798,b_win,Decision,3,3,bantamweight,non_title,UFC Fight Night: Bonfim vs. Brown,Mayra Bueno Silva vs. Jacqueline Cavalcanti,Mayra Bueno Silva,Jacqueline Cavalcanti,1798,2996,decision,Decision - Unanimous ,300,15,Chris Tognoni,Eric Colon 27 - 30.Sal D'amato 27 - 30.Chris Lee 28 - 29.
ufc-fight-night-bonfim-vs-brown__josh-hokit-vs-max-gimenis__1,1,2025-11-08,4,2265,2986,a_win,KO/TKO,1,3,heavyweight,non_title,UFC Fight Night: Bonfim vs. Brown,Josh Hokit vs. Max Gimenis,Josh Hokit,Max Gimenis,2265,2986,ko_tko,KO/TKO ,56,15,Mark Smith,Punches to Head At Distance 
ufc-fight-night-bonfim-vs-brown__tecia-pennington-vs-denise-gomes__1,1,2025-11-08,3,4075,1109,b_win,Decision,3,3,strawweight,non_title,UFC Fight Night: Bonfim vs. Brown,Tecia Pennington vs. Denise Gomes,Tecia Pennington,Denise Gomes,1109,4075,decision,Decision - Unanimous ,300,15,Keith Peterson,Eric Colon 27 - 30.Sal D'amato 27 - 30.Chris Lee 27 - 30.
ufc-fight-night-bonfim-vs-brown__miles-johns-vs-daniel-marcos__1,1,2025-11-08,2,3119,980,b_win,Submission,2,3,bantamweight,non_title,UFC Fight Night: Bonfim vs. Brown,Miles Johns vs. Daniel Marcos,Miles Johns,Daniel Marcos,980,3119,submission,Submission ,263,15,Kerry Hatley,Rear Naked Choke 
ufc-fight-night-bonfim-vs-brown__zach-reese-vs-jackson-mcvey__1,1,2025-11-08,1,4464,1789,a_win,Submission,2,3,catch_weight,non_title,UFC Fight Night: Bonfim vs. Brown,Zach Reese vs. Jackson McVey,Zach Reese,Jackson McVey,4464,1789,submission,Submission ,98,15,Chris Tognoni,Rear Naked Choke 
ufc-fight-night-garcia-vs-onama__steve-garcia-vs-david-onama__1,1,2025-11-01,13,3982,1082,a_win,KO/TKO,1,5,featherweight,non_title,UFC Fight Night: Garcia vs. Onama,Steve Garcia vs. David Onama,Steve Garcia,David Onama,3982,1082,ko_tko,KO/TKO ,214,25,Herb Dean,Punches to Head On Ground 
ufc-fight-night-garcia-vs-onama__waldo-cortes-acosta-vs-ante-delija__1,1,2025-11-01,12,4321,279,a_win,KO/TKO,1,3,heavyweight,non_title,UFC Fight Night: Garcia vs. Onama,Waldo Cortes Acosta vs. Ante Delija,Waldo Cortes Acosta,Ante Delija,4321,279,ko_tko,KO/TKO ,239,15,Mark Smith,Punch to Head At Distance 
ufc-fight-night-garcia-vs-onama__jeremiah-wells-vs-themba-gorimbo__1,1,2025-11-01,11,1959,4094,a_win,Decision,3,3,welterweight,non_title,UFC Fight Night: Garcia vs. Onama,Jeremiah Wells vs. Themba Gorimbo,Jeremiah Wells,Themba Gorimbo,1959,4094,decision,Decision - Unanimous ,300,15,Chris Tognoni,Eric Colon 28 - 29.Junichiro Kamijo 28 - 29.Ron McCarthy 28 - 29.
ufc-fight-night-garcia-vs-onama__isaac-dulgarian-vs-yadier-del-valle__1,1,2025-11-01,10,1730,4379,b_win,Submission,1,3,featherweight,non_title,UFC Fight Night: Garcia vs. Onama,Isaac Dulgarian vs. Yadier del Valle,Isaac Dulgarian,Yadier del Valle,4379,1730,submission,Submission ,221,15,Eric McMahon,Rear Naked Choke 
ufc-fight-night-garcia-vs-onama__charles-radtke-vs-daniel-frunza__1,1,2025-11-01,9,715,974,a_win,Submission,3,3,welterweight,non_title,UFC Fight Night: Garcia vs. Onama,Charles Radtke vs. Daniel Frunza,Charles Radtke,Daniel Frunza,715,974,submission,Submission ,269,15,Herb Dean,Rear Naked Choke 
ufc-fight-night-garcia-vs-onama__allan-nascimento-vs-cody-durden__1,1,2025-11-01,8,190,850,a_win,Submission,2,3,catch_weight,non_title,UFC Fight Night: Garcia vs. Onama,Allan Nascimento vs. Cody Durden,Allan Nascimento,Cody Durden,190,850,submission,Submission ,193,15,Mark Smith,Anaconda Choke On Ground 
ufc-fight-night-garcia-vs-onama__billy-elekana-vs-kevin-christian__1,1,2025-11-01,7,444,2497,a_win,Submission,1,3,light_heavyweight,non_title,UFC Fight Night: Garcia vs. Onama,Billy Elekana vs. Kevin Christian,Billy Elekana,Kevin Christian,444,2497,submission,Submission ,213,15,Chris Tognoni,Rear Naked Choke 
ufc-fight-night-garcia-vs-onama__timmy-cuamba-vs-changho-lee__1,1,2025-11-01,6,4132,704,a_win,Decision,3,3,bantamweight,non_title,UFC Fight Night: Garcia vs. Onama,Timmy Cuamba vs. ChangHo Lee,Timmy Cuamba,ChangHo Lee,4132,704,decision,Decision - Unanimous ,300,15,Eric McMahon,Derek Cleary 28 - 29.Junichiro Kamijo 28 - 29.Ron McCarthy 28 - 29.
ufc-fight-night-garcia-vs-onama__donte-johnson-vs-sedriques-dumas__1,1,2025-11-01,5,1201,3854,a_win,Submission,2,3,middleweight,non_title,UFC Fight Night: Garcia vs. Onama,Donte Johnson vs. Sedriques Dumas,Donte Johnson,Sedriques Dumas,1201,3854,submission,Submission ,85,15,Herb Dean,Guillotine Choke On Ground 
ufc-fight-night-garcia-vs-onama__ketlen-vieira-vs-norma-dumont__1,1,2025-11-01,4,2492,3281,b_win,Decision,3,3,bantamweight,non_title,UFC Fight Night: Garcia vs. Onama,Ketlen Vieira vs. Norma Dumont,Ketlen Vieira,Norma Dumont,3281,2492,decision,Decision - Split ,300,15,Mark Smith,Derek Cleary 28 - 29.Ron McCarthy 29 - 28.Eric Colon 28 - 29.
ufc-fight-night-garcia-vs-onama__alice-ardelean-vs-montserrat-conejo-ruiz__1,1,2025-11-01,3,182,3150,a_win,Decision,3,3,strawweight,non_title,UFC Fight Night: Garcia vs. Onama,Alice Ardelean vs. Montserrat Conejo Ruiz,Alice Ardelean,Montserrat Conejo Ruiz,182,3150,decision,Decision - Unanimous ,300,15,Chris Tognoni,Adalaide Byrd 27 - 30.Derek Cleary 27 - 30.Ron McCarthy 27 - 30.
ufc-fight-night-garcia-vs-onama__phil-rowe-vs-seokhyeon-ko__1,1,2025-11-01,2,3405,3858,b_win,Decision,3,3,welterweight,non_title,UFC Fight Night: Garcia vs. Onama,Phil Rowe vs. Seokhyeon Ko,Phil Rowe,Seokhyeon Ko,3858,3405,decision,Decision - Unanimous ,300,15,Eric McMahon,David Lethaby 26 - 30.Eric Colon 27 - 30.David Sutherland 27 - 30.
ufc-fight-night-garcia-vs-onama__talita-alencar-vs-ariane-carnelossi__1,1,2025-11-01,1,4051,333,a_win,Submission,3,3,strawweight,non_title,UFC Fight Night: Garcia vs. Onama,Talita Alencar vs. Ariane Carnelossi,Talita Alencar,Ariane Carnelossi,4051,333,submission,Submission ,276,15,Mark Smith,Rear Naked Choke 
ufc-321-aspinall-vs-gane__tom-aspinall-vs-ciryl-gane__1,1,2025-10-25,13,4153,823,nc,KO/TKO,1,5,heavyweight,title,UFC 321: Aspinall vs. Gane,Tom Aspinall vs. Ciryl Gane,Tom Aspinall,Ciryl Gane,,,ko_tko,Could Not Continue ,275,25,Jason Herzog,Eye poke by Gane
ufc-321-aspinall-vs-gane__virna-jandiroba-vs-mackenzie-dern__1,1,2025-10-25,12,4301,2760,b_win,Decision,5,5,strawweight,title,UFC 321: Aspinall vs. Gane,Virna Jandiroba vs. Mackenzie Dern,Virna Jandiroba,Mackenzie Dern,2760,4301,decision,Decision - Unanimous ,300,25,Marc Goddard,Mike Bell 47 - 48.Chris Lee 47 - 48.Sal D'amato 46 - 49.
ufc-321-aspinall-vs-gane__umar-nurmagomedov-vs-mario-bautista__1,1,2025-10-25,11,4247,2862,a_win,Decision,3,3,bantamweight,non_title,UFC 321: Aspinall vs. Gane,Umar Nurmagomedov vs. Mario Bautista,Umar Nurmagomedov,Mario Bautista,4247,2862,decision,Decision - Unanimous ,300,15,Jason Herzog,Ben Cartlidge 27 - 30.Chris Lee 27 - 30.Jacob Montalvo 27 - 30.
ufc-321-aspinall-vs-gane__alexander-volkov-vs-jailton-almeida__1,1,2025-10-25,10,164,1804,a_win,Decision,3,3,heavyweight,non_title,UFC 321: Aspinall vs. Gane,Alexander Volkov vs. Jailton Almeida,Alexander Volkov,Jailton Almeida,164,1804,decision,Decision - Split ,300,15,Marc Goddard,Tony Weeks 28 - 29.Mike Bell 29 - 28.Clemens Werner 28 - 29.
ufc-321-aspinall-vs-gane__aleksandar-rakic-vs-azamat-murzakanov__1,1,2025-10-25,9,113,384,b_win,KO/TKO,1,3,light_heavyweight,non_title,UFC 321: Aspinall vs. Gane,Aleksandar Rakic vs. Azamat Murzakanov,Aleksandar Rakic,Azamat Murzakanov,384,113,ko_tko,KO/TKO ,191,15,Rich Mitchell,Punch to Head At Distance 
ufc-321-aspinall-vs-gane__nasrat-haqparast-vs-quillan-salkilld__1,1,2025-10-25,8,3187,3430,b_win,KO/TKO,1,3,lightweight,non_title,UFC 321: Aspinall vs. Gane,Nasrat Haqparast vs. Quillan Salkilld,Nasrat Haqparast,Quillan Salkilld,3430,3187,ko_tko,KO/TKO ,150,15,Kerry Hatley,Kick to Head At Distance 
ufc-321-aspinall-vs-gane__ikram-aliskerov-vs-junyong-park__1,1,2025-10-25,7,1710,2329,a_win,Decision,3,3,middleweight,non_title,UFC 321: Aspinall vs. Gane,Ikram Aliskerov vs. JunYong Park,Ikram Aliskerov,JunYong Park,1710,2329,decision,Decision - Unanimous ,300,15,Rich Mitchell,Ben Cartlidge 27 - 30.Sal D'amato 27 - 30.Clemens Werner 27 - 30.
ufc-321-aspinall-vs-gane__ludovit-klein-vs-mateusz-rebecki__1,1,2025-10-25,6,2717,2938,a_win,Decision,3,3,lightweight,non_title,UFC 321: Aspinall vs. Gane,Ludovit Klein vs. Mateusz Rebecki,Ludovit Klein,Mateusz Rebecki,2717,2938,decision,Decision - Majority ,300,15,Marc Goddard,Chris Lee 28 - 29.Ben Cartlidge 27 - 28.Tony Weeks 28 - 28.
ufc-321-aspinall-vs-gane__valter-walker-vs-louie-sutherland__1,1,2025-10-25,5,4261,2683,a_win,Submission,1,3,heavyweight,non_title,UFC 321: Aspinall vs. Gane,Valter Walker vs. Louie Sutherland,Valter Walker,Louie Sutherland,4261,2683,submission,Submission ,84,15,Kerry Hatley,Heel Hook After Drop to Ground 
ufc-321-aspinall-vs-gane__nathaniel-wood-vs-jose-delgado__1,1,2025-10-25,4,3206,2228,a_win,Decision,3,3,featherweight,non_title,UFC 321: Aspinall vs. Gane,Nathaniel Wood vs. Jose Delgado,Nathaniel Wood,Jose Delgado,3206,2228,decision,Decision - Unanimous ,300,15,Jason Herzog,Ben Cartlidge 28 - 29.Sal D'amato 28 - 29.Clemens Werner 28 - 29.
ufc-321-aspinall-vs-gane__hamdy-abdelwahab-vs-chris-barnett__1,1,2025-10-25,3,1597,747,a_win,Decision,3,3,heavyweight,non_title,UFC 321: Aspinall vs. Gane,Hamdy Abdelwahab vs. Chris Barnett,Hamdy Abdelwahab,Chris Barnett,1597,747,decision,Decision - Unanimous ,300,15,Marc Goddard,Mike Bell 26 - 29.Chris Lee 27 - 29.Jacob Montalvo 27 - 29.
ufc-321-aspinall-vs-gane__azat-maksum-vs-mitch-raposo__1,1,2025-10-25,2,386,3134,b_win,Decision,3,3,flyweight,non_title,UFC 321: Aspinall vs. Gane,Azat Maksum vs. Mitch Raposo,Azat Maksum,Mitch Raposo,3134,386,decision,Decision - Unanimous ,300,15,Rich Mitchell,Ben Cartlidge 26 - 30.Tony Weeks 27 - 29.Clemens Werner 27 - 29.
ufc-321-aspinall-vs-gane__jaqueline-amorim-vs-mizuki__1,1,2025-10-25,1,1868,3138,b_win,Decision,3,3,strawweight,non_title,UFC 321: Aspinall vs. Gane,Jaqueline Amorim vs. Mizuki,Jaqueline Amorim,Mizuki,3138,1868,decision,Decision - Unanimous ,300,15,Kerry Hatley,Mike Bell 27 - 30.Jacob Montalvo 27 - 30.Sal D'amato 28 - 29.
ufc-fight-night-de-ridder-vs-allen__reinier-de-ridder-vs-brendan-allen__1,1,2025-10-18,13,3518,531,b_win,KO/TKO,4,5,middleweight,non_title,UFC Fight Night: De Ridder vs. Allen,Reinier de Ridder vs. Brendan Allen,Reinier de Ridder,Brendan Allen,531,3518,ko_tko,KO/TKO ,300,25,Jason Herzog,toCorner stoppage between rounds
ufc-fight-night-de-ridder-vs-allen__kevin-holland-vs-mike-malott__1,1,2025-10-18,12,2503,3087,b_win,Decision,3,3,welterweight,non_title,UFC Fight Night: De Ridder vs. Allen,Kevin Holland vs. Mike Malott,Kevin Holland,Mike Malott,3087,2503,decision,Decision - Unanimous ,300,15,Dan Miragliotta,Jake Maxim 28 - 29.Mike Bell 28 - 29.Sal D'amato 28 - 29.
ufc-fight-night-de-ridder-vs-allen__marlon-vera-vs-aiemann-zahabi__1,1,2025-10-18,11,2906,71,b_win,Decision,3,3,bantamweight,non_title,UFC Fight Night: De Ridder vs. Allen,Marlon Vera vs. Aiemann Zahabi,Marlon Vera,Aiemann Zahabi,71,2906,decision,Decision - Split ,300,15,Jason Herzog,Jake Maxim 28 - 29.Sal D'amato 29 - 28.Mike Bell 28 - 29.
ufc-fight-night-de-ridder-vs-allen__manon-fiorot-vs-jasmine-jasudavicius__1,1,2025-10-18,10,2802,1882,a_win,KO/TKO,1,3,flyweight,non_title,UFC Fight Night: De Ridder vs. Allen,Manon Fiorot vs. Jasmine Jasudavicius,Manon Fiorot,Jasmine Jasudavicius,2802,1882,ko_tko,KO/TKO ,74,15,Dan Miragliotta,Punches to Head On Ground 
ufc-fight-night-de-ridder-vs-allen__charles-jourdain-vs-davey-grant__1,1,2025-10-18,9,711,1055,a_win,Submission,1,3,bantamweight,non_title,UFC Fight Night: De Ridder vs. Allen,Charles Jourdain vs. Davey Grant,Charles Jourdain,Davey Grant,711,1055,submission,Submission ,185,15,Jason Herzog,Guillotine Choke From Guard 
ufc-fight-night-de-ridder-vs-allen__kyle-nelson-vs-matt-frevola__1,1,2025-10-18,8,2585,2950,a_win,Decision,3,3,lightweight,non_title,UFC Fight Night: De Ridder vs. Allen,Kyle Nelson vs. Matt Frevola,Kyle Nelson,Matt Frevola,2585,2950,decision,Decision - Unanimous ,300,15,Dan Miragliotta,Sal D'amato 27 - 30.Jake Maxim 28 - 29.Mike Bell 28 - 29.
ufc-fight-night-de-ridder-vs-allen__kyle-prepolec-vs-drew-dober__1,1,2025-10-18,7,2588,1215,b_win,KO/TKO,3,3,lightweight,non_title,UFC Fight Night: De Ridder vs. Allen,Kyle Prepolec vs. Drew Dober,Kyle Prepolec,Drew Dober,1215,2588,ko_tko,KO/TKO ,76,15,John Cooper,Punches to Head At Distance 
ufc-fight-night-de-ridder-vs-allen__cody-gibson-vs-aoriqileng__1,1,2025-10-18,6,854,332,b_win,KO/TKO,1,3,bantamweight,non_title,UFC Fight Night: De Ridder vs. Allen,Cody Gibson vs. Aoriqileng,Cody Gibson,Aoriqileng,332,854,ko_tko,KO/TKO ,21,15,Mitch Cadlick,Punch to Head At Distance 
ufc-fight-night-de-ridder-vs-allen__bruno-silva-vs-hyunsung-park__1,1,2025-10-18,5,585,1682,a_win,Submission,3,3,flyweight,non_title,UFC Fight Night: De Ridder vs. Allen,Bruno Silva vs. HyunSung Park,Bruno Silva,HyunSung Park,585,1682,submission,Submission ,135,15,Sal Ram,Rear Naked Choke 
ufc-fight-night-de-ridder-vs-allen__danny-barlow-vs-djorden-santos__1,1,2025-10-18,4,1006,1166,b_win,Decision,3,3,middleweight,non_title,UFC Fight Night: De Ridder vs. Allen,Danny Barlow vs. Djorden Santos,Danny Barlow,Djorden Santos,1166,1006,decision,Decision - Unanimous ,300,15,John Cooper,Jake Maxim 28 - 29.Mike Bell 28 - 29.Saleem Haniff 28 - 29.
ufc-fight-night-de-ridder-vs-allen__stephanie-luciano-vs-ravena-oliveira__1,1,2025-10-18,3,3967,3500,a_win,Submission,3,3,strawweight,non_title,UFC Fight Night: De Ridder vs. Allen,Stephanie Luciano vs. Ravena Oliveira,Stephanie Luciano,Ravena Oliveira,3967,3500,submission,Submission ,170,15,Mitch Cadlick,Rear Naked Choke 
