name,fighter_id,match_type,score
Marcus Jones,2851,exact,100
Marcus LeVesseur,2853,exact,100
Marcus McGhee,2854,exact,100
Marcus Silveira,2855,exact,100
Marek Bujlo,2856,exact,100
Maria Oliveira,2857,exact,100
Marina Rodriguez,2861,exact,100
Mario Bautista,2862,exact,100
Mario Miranda,2864,exact,100
Mario Neto,2865,exact,100
Mario Pinto,2867,exact,100
Marion Reneau,2872,exact,100
Mariya Agapova,2876,exact,100
Mark Bocek,2877,exact,100
Mark Choinski,2879,exact,100
Mark Coleman,2881,exact,100
Mark De La Rosa,2882,exact,100
Mark Eddiva,2884,exact,100
Mark Godbeer,2885,exact,100
Mark Hall,2886,exact,100
Mark Holst,2887,exact,100
Mark Hominick,2888,exact,100
Mark Hughes,2889,exact,100
Mark Hunt,2890,exact,100
Mark Kerr,2891,exact,100
Mark Madsen,2892,exact,100
Mark Munoz,2893,exact,100
Mark Robinson,2894,exact,100
Mark Scanlon,2895,exact,100
Mark Schultz,2896,exact,100
Mark Striegl,2897,exact,100
Mark Vologdin,2898,exact,100
Mark Weir,2900,exact,100
Markus Perez,2902,exact,100
Marlon Moraes,2904,exact,100
Marlon Vera,2906,exact,100
Marnic Mann,2907,exact,100
Martin Bravo,2909,exact,100
Martin Buday,2910,exact,100
Martin Day,2912,exact,100
Martin Kampmann,2913,exact,100
Martin Sano,2914,exact,100
Martin Svensson,2915,exact,100
Marvin Eastman,2916,exact,100
Marvin Vettori,2918,exact,100
Marwan Rahiki,2919,exact,100
Maryna Moroz,2920,exact,100
Masanori Kanehara,2925,exact,100
Masio Fullen,2929,exact,100
Mason Jones,2931,exact,100
Masutatsu Yano,2932,exact,100
Mateus Mendonca,2936,exact,100
Mateusz Gamrot,2937,exact,100
Mateusz Rebecki,2938,exact,100
Matheus Camilo,2939,exact,100
Matheus Nicolau,2940,exact,100
Mats Nilsson,2942,exact,100
Matt Andersen,2943,exact,100
Matt Arroyo,2944,exact,100
Matt Bessette,2945,exact,100
Matt Brown,2946,exact,100
Matt Dwyer,2948,exact,100
Matt Frevola,2950,exact,100
Matt Grice,2951,exact,100
Matt Hamill,2952,exact,100
Matt Hobar,2954,exact,100
Matt Horwich,2956,exact,100
Matt Hughes,2957,exact,100
Matt Lindland,2960,exact,100
Matt Lucas,2961,exact,100
Matt Mitrione,2962,exact,100
Matt Sayles,2966,exact,100
Matt Schnell,2967,exact,100
Matt Serra,2969,exact,100
Matt Van Buren,2971,exact,100
Matt Veach,2972,exact,100
Matt Wiman,2973,exact,100
Matthew Lopez,2974,exact,100
Matthew Riddle,2975,exact,100
Matthew Semelsberger,2976,exact,100
Maurice Greene,2980,exact,100
Maurice Smith,2982,exact,100
Mauricio Rua,2984,exact,100
Mauricio Ruffy,2985,exact,100
Max Gimenis,2986,exact,100
Max Griffin,2987,exact,100
Max Holloway,2988,exact,100
Max Rohskopf,2991,exact,100
Maxim Grishin,2992,exact,100
Maximo Blanco,2993,exact,100
Maycee Barber,2995,exact,100
Mayra Bueno Silva,2996,exact,100
Megan Anderson,2997,exact,100
Mehdi Baghdad,2999,exact,100
Melinda Fabian,3001,exact,100
Melissa Croden,3002,exact,100
Melissa Gatto,3003,exact,100
Melissa Martinez,3004,exact,100
Melissa Mullins,3005,exact,100
Melquizael Costa,3006,exact,100
Melsik Baghdasaryan,3007,exact,100
Melton Bowen,3008,exact,100
Melvin Guillard,3009,exact,100
Merab Dvalishvili,3011,exact,100
Michael Aswell Jr.,3014,exact,100
Michael Bisping,3015,exact,100
Michael Chandler,3018,exact,100
Michael Chiesa,3019,exact,100
Michael Graves,3022,exact,100
Michael Johnson,3024,exact,100
Michael Kuiper,3026,exact,100
Michael McBride,3030,exact,100
Michael McDonald,3032,exact,100
Michael Morales,3033,exact,100
Michael Page,3035,exact,100
Michael Patt,3036,exact,100
Michael Trizano,3037,exact,100
Michal Figlak,3038,exact,100
Michal Oleksiejczuk,3040,exact,100
Micheal Gillmore,3041,exact,100
Michel Batista,3042,exact,100
Michel Pereira,3043,exact,100
Michel Prazeres,3044,exact,100
Michel Quinones,3045,exact,100
Michelle Montague,3047,exact,100
Michelle Waterson-Gomez,3048,exact,100
Michihiro Omigawa,3049,exact,100
Michinori Tanaka,3050,exact,100
Mick Parkin,3052,exact,100
Mickael Lebout,3053,exact,100
Mickey Gall,3054,exact,100
Miesha Tate,3056,exact,100
Miguel Baeza,3057,exact,100
Miguel Torres,3060,exact,100
Mike Breeden,3066,exact,100
Mike Brown,3068,exact,100
Mike Ciesnolevicz,3071,exact,100
Mike Davis,3074,exact,100
Mike Easton,3076,exact,100
Mike Grundy,3079,exact,100
Mike Guymon,3080,exact,100
Mike Jackson,3082,exact,100
Mike King,3084,exact,100
Mike Kyle,3085,exact,100
Mike Lullo,3086,exact,100
Mike Malott,3087,exact,100
Mike Massenzio,3088,exact,100
Mike Nickels,3091,exact,100
Mike Perry,3092,exact,100
Mike Pierce,3093,exact,100
Mike Pyle,3095,exact,100
Mike Rhodes,3096,exact,100
Mike Ricci,3097,exact,100
Mike Rio,3099,exact,100
Mike Rodriguez,3100,exact,100
Mike Russow,3101,exact,100
Mike Santiago,3102,exact,100
Mike Stumpf,3104,exact,100
Mike Swick,3105,exact,100
Mike Wessel,3106,exact,100
Mike Whitehead,3107,exact,100
Mike Wilkinson,3108,exact,100
Mike de la Torre,3110,exact,100
Mike van Arsdale,3111,exact,100
Mikey Burnett,3112,exact,100
Milana Dudieva,3117,exact,100
Miles Johns,3119,exact,100
Milton Vieira,3121,exact,100
Minoki Ichihara,3124,exact,100
Miranda Granger,3126,exact,100
Miranda Maverick,3127,exact,100
Mirko Filipovic,3128,exact,100
Mirsad Bektic,3129,exact,100
Misha Cirkunov,3130,exact,100
Mitch Clarke,3131,exact,100
Mitch Gagnon,3132,exact,100
Mitch Ramirez,3133,exact,100
Mitch Raposo,3134,exact,100
Mizuki,3138,exact,100
Mizuto Hirota,3139,exact,100
Modestas Bukauskas,3141,exact,100
Mohammad Yahya,3143,exact,100
Mohammed Usman,3144,exact,100
Molly McCann,3146,exact,100
Montana De La Rosa,3147,exact,100
Montel Jackson,3148,exact,100
Montse Rendon,3149,exact,100
Montserrat Conejo Ruiz,3150,exact,100
Morgan Charriere,3151,exact,100
Mostapha Al-Turk,3152,exact,100
Moti Horenstein,3153,exact,100
Motonobu Tezuka,3155,exact,100
Mounir Lazzez,3156,exact,100
Movsar Evloev,3157,exact,100
Muhammad Mokaev,3160,exact,100
Muhammad Naimov,3161,exact,100
Muin Gafurov,3164,exact,100
Murilo Bustamante,3166,exact,100
Muslim Salikhov,3170,exact,100
Myktybek Orolbai,3172,exact,100
Myles Jury,3173,exact,100
Nad Narimani,3174,exact,100
Nadia Kassem,3175,exact,100
Nah-Shon Burrell,3176,exact,100
Nam Phan,3179,exact,100
Nandor Guelmino,3181,exact,100
Naoki Inoue,3182,exact,100
Naoyuki Kotani,3185,exact,100
Nasrat Haqparast,3187,exact,100
Nassourdine Imavov,3189,exact,100
Natalia Silva,3190,exact,100
Natan Levy,3191,exact,100
Nate Diaz,3192,exact,100
Nate Landwehr,3194,exact,100
Nate Loughran,3195,exact,100
Nate Maness,3196,exact,100
Nate Marquardt,3197,exact,100
Nate Mohr,3198,exact,100
Nate Quarry,3200,exact,100
Nate Schroeder,3201,exact,100
Nathan Coy,3203,exact,100
Nathan Fletcher,3204,exact,100
Nathaniel Wood,3206,exact,100
Navajo Stirling,3207,exact,100
Nazareno Malegarie,3209,exact,100
Nazim Sadykhov,3210,exact,100
Neil Grove,3213,exact,100
Neil Magny,3214,exact,100
Neil Seery,3215,exact,100
Neil Wain,3216,exact,100
Nicco Montano,3219,exact,100
Nicholas Musoke,3221,exact,100
Nick Agallar,3223,exact,100
Nick Aguirre,3224,exact,100
Nick Catone,3227,exact,100
Nick Denis,3228,exact,100
Nick Diaz,3229,exact,100
Nick Fiore,3231,exact,100
Nick Hein,3235,exact,100
Nick Klein,3236,exact,100
Nick Maximov,3237,exact,100
Nick Osipczak,3241,exact,100
Nick Pace,3242,exact,100
Nick Penner,3243,exact,100
Nick Ring,3247,exact,100
Nick Roehrick,3248,exact,100
Nick Sanzo,3250,exact,100
Nick Serra,3251,exact,100
Nick Thompson,3253,exact,100
Nicolae Negumereanu,3255,exact,100
Nicolas Dalby,3256,exact,100
Nicolle Caliari,3257,exact,100
Nik Lentz,3258,exact,100
Nikita Krylov,3260,exact,100
Niklas Backstrom,3262,exact,100
Niklas Stolze,3263,exact,100
Niko Price,3264,exact,100
Nikolas Motta,3267,exact,100
Nikolay Veretennikov,3268,exact,100
Nina Nunes,3269,exact,100
Nissen Osterneck,3270,exact,100
Noad Lahat,3271,exact,100
Noe Hernandez,3275,exact,100
Nohelin Hernandez,3276,exact,100
Nolan Ticman,3277,exact,100
Nora Cornolle,3278,exact,100
Nordine Taleb,3279,exact,100
Norifumi Yamamoto,3280,exact,100
Norma Dumont,3281,exact,100
Norman Parke,3282,exact,100
Nursulton Ruziboev,3283,exact,100
Nurullo Aliev,3284,exact,100
Nyamjargal Tumendemberel,3285,exact,100
Oban Elliott,3287,exact,100
Ode Osbourne,3288,exact,100
Oleg Taktarov,3290,exact,100
Oli Thompson,3292,exact,100
Oliver Enkamp,3293,exact,100
Olivier Aubin-Mercier,3294,exact,100
Ollie Schmid,3296,exact,100
Oluwale Bamgbose,3297,exact,100
Omar Morales,3298,exact,100
Omari Akhmedov,3299,exact,100
Onassis Parungao,3300,exact,100
Orion Cosce,3301,exact,100
Orlando Wiet,3302,exact,100
Oskar Piechota,3306,exact,100
Ottman Azaitar,3309,exact,100
Oumar Sy,3310,exact,100
Ovince Saint Preux,3311,exact,100
Ozzy Diaz,3312,exact,100
Pablo Garza,3314,exact,100
Paddy Holohan,3316,exact,100
Paddy Pimblett,3318,exact,100
Paige VanZant,3319,exact,100
Pannie Kianzad,3320,exact,100
Papy Abedi,3321,exact,100
Parker Porter,3322,exact,100
Pascal Krauss,3323,exact,100
Pat Audinwood,3324,exact,100
Pat Barry,3325,exact,100
Pat Healy,3328,exact,100
Pat Miletich,3329,exact,100
Pat Sabatini,3331,exact,100
Pat Schilling,3332,exact,100
Patchy Mix,3333,exact,100
Patricio Pitbull,3335,exact,100
Patrick Cote,3336,exact,100
Patrick Cummins,3337,exact,100
Patrick Smith,3340,exact,100
Patrick Walsh,3342,exact,100
Patrick Williams,3343,exact,100
Paul Bradley,3347,exact,100
Paul Buentello,3348,exact,100
Paul Craig,3350,exact,100
Paul Creighton,3351,exact,100
Paul Daley,3352,exact,100
Paul Felder,3353,exact,100
Paul Georgieff,3354,exact,100
Paul Herrera,3355,exact,100
Paul Jones,3356,exact,100
Paul Kelly,3357,exact,100
Paul Redmond,3358,exact,100
Paul Rodriguez,3359,exact,100
Paul Sass,3361,exact,100
Paul Taylor,3363,exact,100
Paul Varelans,3364,exact,100
Paulo Costa,3368,exact,100
Paulo Santos,3372,exact,100
Paulo Thiago,3373,exact,100
Pawel Pawlak,3376,exact,100
Payton Talbott,3377,exact,100
Pearl Gonzalez,3378,exact,100
Pedro Falcao,3379,exact,100
Pedro Munhoz,3380,exact,100
Pedro Nobre,3381,exact,100
Pedro Rizzo,3383,exact,100
Peggy Morgan,3385,exact,100
Per Eklund,3386,exact,100
Pete Rodriguez,3387,exact,100
Pete Sell,3390,exact,100
Pete Spratt,3391,exact,100
Pete Williams,3392,exact,100
Peter Barrett,3393,exact,100
Peter Sobotta,3396,exact,100
Petr Yan,3397,exact,100
Phil Baroni,3398,exact,100
Phil Davis,3401,exact,100
Phil Harris,3402,exact,100
Phil Hawes,3403,exact,100
Phil Johns,3404,exact,100
Phil Rowe,3405,exact,100
Philip De Fries,3406,exact,100
Philipe Lins,3409,exact,100
Phillip Miller,3411,exact,100
Phillipe Nover,3412,exact,100
Piera Rodriguez,3413,exact,100
Pingyuan Liu,3415,exact,100
Piotr Hallmann,3416,exact,100
Poliana Botelho,3417,exact,100
Polyana Viana,3418,exact,100
Preston Parsons,3420,exact,100
Priscila Cachoeira,3421,exact,100
Puja Tomar,3424,exact,100
Punahele Soriano,3425,exact,100
Quang Le,3427,exact,100
Quillan Salkilld,3430,exact,100
Quinn Mulhern,3431,exact,100
Quinton Jackson,3432,exact,100
Rachael Ostovich,3435,exact,100
Rafa Garcia,3437,exact,100
Rafael Alves,3438,exact,100
Rafael Carino,3439,exact,100
Rafael Cavalcante,3441,exact,100
Rafael Cerqueira,3442,exact,100
Rafael Cerquiera,3442,fuzzy_accept,93
Rafael Dos Anjos,3445,exact,100
Rafael Estevam,3446,exact,100
Rafael Fiziev,3447,exact,100
Rafael Natal,3449,exact,100
Rafael Tobias,3454,exact,100
Rafaello Oliveira,3455,exact,100
Rainy Martinez,3459,exact,100
Ramazan Emeev,3465,exact,100
Ramazan Temirov,3467,exact,100
Rameau Thierry Sokoudjou,3468,exact,100
Ramiro Hernandez,3470,exact,100
Ramiz Brahimaj,3472,exact,100
Ramon Taveras,3473,exact,100
Ramona Pascual,3474,exact,100
Ramsey Nijem,3475,exact,100
Randa Markos,3477,exact,100
Randy Brown,3479,exact,100
Randy Costa,3480,exact,100
Randy Couture,3481,exact,100
Rani Yahya,3482,exact,100
Raoni Barcelos,3483,exact,100
Raphael Assuncao,3485,exact,100
Raphael Pessoa,3487,exact,100
Raquel Pennington,3490,exact,100
Rashad Coulter,3491,exact,100
Rashad Evans,3492,exact,100
Rashid Magomedov,3494,exact,100
Raul Rosas Jr.,3497,exact,100
Raulian Paiva,3499,exact,100
Ravena Oliveira,3500,exact,100
Ray Borg,3501,exact,100
Ray Rodriguez,3503,exact,100
Ray Wizard,3509,exact,100
Rayanne dos Santos,3510,exact,100
Razak Al-Hassan,3512,exact,100
Reese Andy,3513,exact,100
Regina Tarin,3515,exact,100
Reginaldo Vieira,3516,exact,100
Rei Tsuruya,3517,exact,100
Reinier de Ridder,3518,exact,100
Remco Pardoel,3519,exact,100
Renan Barao,3523,exact,100
Renato Moicano,3524,exact,100
Renato Sobral,3525,exact,100
Renato Verissimo,3526,exact,100
Renee Forte,3528,exact,100
Renzo Gracie,3529,exact,100
Reuben Duran,3530,exact,100
Rex Holman,3531,exact,100
Reza Madadi,3536,exact,100
Reza Nasri,3537,exact,100
Rhys McKee,3539,exact,100
Ricardo Abreu,3540,exact,100
Ricardo Almeida,3541,exact,100
Ricardo Funch,3544,exact,100
Ricardo Lamas,3545,exact,100
Ricardo Ramos,3548,exact,100
Ricardo Romero,3549,exact,100
Ricco Rodriguez,3550,exact,100
Rich Attonito,3551,exact,100
Rich Clementi,3553,exact,100
Rich Franklin,3554,exact,100
Richard Crunkilton,3555,exact,100
Richard Walsh,3559,exact,100
Richardson Moreira,3560,exact,100
Richie Hightower,3561,exact,100
Richie Smullen,3563,exact,100
Richie Vaculik,3564,exact,100
Rick Davis,3565,exact,100
Rick Story,3567,exact,100
Ricky Glenn,3572,exact,100
Ricky Rainey,3576,exact,100
Ricky Simon,3577,exact,100
Ricky Turcios,3579,exact,100
Riki Fukuda,3583,exact,100
Rin Nakai,3585,exact,100
Rinat Fakhretdinov,3586,exact,100
Rinya Nakamura,3587,exact,100
Rizvan Kuniev,3589,exact,100
Roan Carneiro,3590,exact,100
Rob Broughton,3591,exact,100
Rob Emerson,3592,exact,100
Rob Font,3593,exact,100
Rob Kimmons,3594,exact,100
Rob MacDonald,3595,exact,100
Rob Wilkinson,3598,exact,100
Rob Yundt,3599,exact,100
Robbie Lawler,3600,exact,100
Robelis Despaigne,3602,exact,100
Robert Bryczek,3604,exact,100
Robert Drysdale,3606,exact,100
Robert Lucarelli,3607,exact,100
Robert McDaniel,3608,exact,100
Robert Peralta,3609,exact,100
Robert Ruchala,3610,exact,100
Robert Sanchez,3611,exact,100
Robert Valentin,3612,exact,100
Robert Whiteford,3613,exact,100
Robert Whittaker,3614,exact,100
Roberto Romero,3616,exact,100
Roberto Traven,3617,exact,100
Rocky Lee,3618,exact,100
Rodney Wallace,3621,exact,100
Rodolfo Bellato,3622,exact,100
Rodolfo Rubio Perez,3624,exact,100
Rodolfo Vieira,3625,exact,100
Rodrigo Damm,3626,exact,100
Rodrigo Nascimento,3630,exact,100
Rodrigo Ruas,3631,exact,100
Rodrigo Sezinando,3632,exact,100
Rodrigo de Lima,3633,exact,100
Roger Bowling,3634,exact,100
Roger Gracie,3636,exact,100
Roger Hollett,3637,exact,100
Roger Huerta,3638,exact,100
Roger Narvaez,3639,exact,100
Roger Zapata,3640,exact,100
Rogerio Bontorin,3641,exact,100
Rogerio Nogueira,3642,exact,100
Roland Delorme,3643,exact,100
Roland Payne,3644,exact,100
Rolando Bedoya,3645,exact,100
Rolando Delgado,3646,exact,100
Rolando Dy,3647,exact,100
Roldan Sangcha'an,3649,exact,100
Rolles Gracie,3650,exact,100
Roman Bogatov,3651,exact,100
Roman Dolidze,3653,exact,100
Roman Kopylov,3654,exact,100
Roman Mitichyan,3655,exact,100
Roman Salazar,3656,exact,100
Romie Aram,3658,exact,100
Ron Faircloth,3659,exact,100
Ron Stallings,3664,exact,100
Ron Waterman,3665,exact,100
Ron van Clief,3666,exact,100
Ronald Jhun,3669,exact,100
Ronaldo Rodriguez,3671,exact,100
Ronda Rousey,3672,exact,100
Rongzhu,3673,exact,100
Ronnie Lawrence,3674,exact,100
Ronny Markes,3675,exact,100
Rony Jason,3676,exact,100
Ronys Torres,3678,exact,100
Roosevelt Roberts,3679,exact,100
Roque Martinez,3681,exact,100
Rory MacDonald,3682,exact,100
Rory Markham,3683,exact,100
Rory Singer,3684,exact,100
Rose Namajunas,3686,exact,100
Rosi Sexton,3689,exact,100
Ross Pearson,3691,exact,100
Ross Pointon,3692,exact,100
Rostem Akman,3693,exact,100
Rousimar Palhares,3694,exact,100
Roxanne Modafferi,3695,exact,100
Roy Nelson,3698,exact,100
Royce Alger,3700,exact,100
Royce Gracie,3701,exact,100
Royston Wee,3703,exact,100
Ruan Potts,3704,exact,100
Rudyard Moncayo,3709,exact,100
Ruslan Magomedov,3713,exact,100
Russell Doane,3714,exact,100
Rustam Khabilov,3716,exact,100
Ryan Bader,3717,exact,100
Ryan Benoit,3719,exact,100
Ryan Couture,3720,exact,100
Ryan Gandra,3722,exact,100
Ryan Hall,3724,exact,100
Ryan Janes,3727,exact,100
Ryan Jensen,3728,exact,100
Ryan Jimmo,3729,exact,100
Ryan LaFlare,3731,exact,100
Ryan Loder,3733,exact,100
Ryan MacDonald,3734,exact,100
Ryan Madigan,3735,exact,100
Ryan McGillivray,3736,exact,100
Ryan Parker,3738,exact,100
Ryan Roberts,3740,exact,100
Ryan Spann,3741,exact,100
Ryan Thomas,3743,exact,100
Ryo Chonan,3745,exact,100
Sabah Homasi,3754,exact,100
Sabina Mazo,3755,exact,100
Saeed Hosseini,3756,exact,100
Sage Northcutt,3757,exact,100
Sai Wang,3758,exact,100
Said Nurmagomedov,3759,exact,100
Saidyokub Kakhramonov,3760,exact,100
Saimon Oliveira,3761,exact,100
Sako Chivitchian,3762,exact,100
Salim Touahri,3763,exact,100
Sam Adkins,3766,exact,100
Sam Alvey,3767,exact,100
Sam Fulton,3768,exact,100
Sam Hoger,3770,exact,100
Sam Hughes,3771,exact,100
Sam Patterson,3774,exact,100
Sam Sicilia,3775,exact,100
Sam Stout,3777,exact,100
Sammy Morgan,3780,exact,100
Samy Schiavo,3783,exact,100
Sanae Kikuta,3784,exact,100
Sangwook Kim,3789,exact,100
Santiago Luna,3790,exact,100
Santiago Ponzinibbio,3791,exact,100
Saparbeg Safarov,3793,exact,100
Sara McMann,3794,exact,100
Sarah Alpar,3795,exact,100
Sarah Frota,3797,exact,100
Sarah Kaufman,3798,exact,100
Sarah Moras,3799,exact,100
Sasha Palatnikov,3801,exact,100
Satoshi Honma,3803,exact,100
Saygid Izagakhmaev,3806,exact,100
Scott Adams,3807,exact,100
Scott Askham,3808,exact,100
Scott Baker,3809,exact,100
Scott Bessac,3810,exact,100
Scott Ferrozzo,3814,exact,100
Scott Fiedler,3815,exact,100
Scott Holtzman,3818,exact,100
Scott Jorgensen,3819,exact,100
Scott Junk,3820,exact,100
Scott Morris,3824,exact,100
Scott Smith,3827,exact,100
Sean Alvarez,3829,exact,100
Sean Brady,3831,exact,100
Sean Daugherty,3832,exact,100
Sean Gannon,3833,exact,100
Sean McCorkle,3838,exact,100
Sean O'Connell,3839,exact,100
Sean O'Malley,3841,exact,100
Sean Pierson,3842,exact,100
Sean Salmon,3843,exact,100
Sean Sharaf,3845,exact,100
Sean Sherk,3846,exact,100
Sean Soriano,3847,exact,100
Sean Spencer,3848,exact,100
Sean Strickland,3849,exact,100
Sean Woodson,3851,exact,100
Sebastian Szalay,3852,exact,100
Sedriques Dumas,3853,exact,100
Semmy Schilt,3855,exact,100
Seo Hee Ham,3856,exact,100
Seokhyeon Ko,3857,exact,100
Sergei Pavlovich,3860,exact,100
Sergey Khandozhko,3862,exact,100
Sergey Morozov,3863,exact,100
Serghei Spivac,3864,exact,100
Sergio Moraes,3866,exact,100
Sergio Pettis,3867,exact,100
Serhiy Sidey,3868,exact,100
Seth Baczynski,3869,exact,100
Seth Petruzelli,3872,exact,100
SeungGuk Choi,3873,exact,100
SeungWoo Choi,3874,exact,100
Shamar Bailey,3877,exact,100
Shamil Abdurakhimov,3878,exact,100
Shamil Gamzatov,3879,exact,100
Shamil Gaziev,3880,exact,100
Shana Dobson,3881,exact,100
Shane Burgos,3883,exact,100
Shane Campbell,3884,exact,100
Shane Carwin,3885,exact,100
Shane Howell,3886,exact,100
Shane Nelson,3887,exact,100
Shane Primm,3888,exact,100
Shane Roller,3889,exact,100
Shane Young,3890,exact,100
Shane del Rosario,3891,exact,100
Shanelle Dyer,3892,exact,100
Shanna Young,3894,exact,100
Shannon Gugerty,3896,exact,100
Shannon Ross,3898,exact,100
Shara Magomedov,3899,exact,100
Shauna Bannon,3901,exact,100
Shavkat Rakhmonov,3902,exact,100
Shawn Jordan,3904,exact,100
Shayilan Nuerdanbieke,3906,exact,100
Shayna Baszler,3907,exact,100
Sheila Gaff,3908,exact,100
Sheldon Westcott,3909,exact,100
Shem Rock,3911,exact,100
Sherman Pendergarst,3912,exact,100
Sheymon Moraes,3915,exact,100
Shi Ming,3916,exact,100
Shinsho Anzai,3920,exact,100
Shonie Carter,3926,exact,100
Shunichi Shimizu,3929,exact,100
Sijara Eubanks,3934,exact,100
Silvana Gomez Juarez,3935,exact,100
Simeon Thoresen,3937,exact,100
Sione Latu,3939,exact,100
Sirwan Kakai,3940,exact,100
Siyar Bahadurzada,3941,exact,100
Soa Palelei,3944,exact,100
Sodiq Yusuff,3945,exact,100
Solomon Hutcherson,3949,exact,100
Song Kenan,3951,exact,100
Song Yadong,3952,exact,100
Spencer Fisher,3955,exact,100
Spike Carlyle,3957,exact,100
Stanislav Nedkov,3958,exact,100
Stefan Sekulic,3961,exact,100
Stefan Struve,3962,exact,100
Stephan Bonnar,3963,exact,100
Stephanie Egger,3964,exact,100
Stephanie Luciano,3966,exact,100
Stephen Bass,3969,exact,100
Stephen Thompson,3973,exact,100
Steve Berger,3975,exact,100
Steve Bosse,3976,exact,100
Steve Bruno,3977,exact,100
Steve Byrnes,3978,exact,100
Steve Cantwell,3979,exact,100
Steve Erceg,3980,exact,100
Steve Garcia,3981,exact,100
Steve Jennum,3983,exact,100
Steve Judson,3984,exact,100
Steve Kennedy,3985,exact,100
Steve Lopez,3987,exact,100
Steve Montgomery,3990,exact,100
Steve Nelmark,3991,exact,100
Steve Steinbeiss,3993,exact,100
Steve Vigneault,3994,exact,100
Steven Asplund,3996,exact,100
Steven Graham,3998,exact,100
Steven Koslow,3999,exact,100
Steven Nguyen,4000,exact,100
Steven Peterson,4001,exact,100
Steven Siler,4002,exact,100
Stevie Lynch,4003,exact,100
Stevie Ray,4004,exact,100
Stewart Nicoll,4005,exact,100
Stipe Miocic,4006,exact,100
SuYoung You,4008,exact,100
Sulangrangbo,4009,exact,100
Sultan Aliev,4010,exact,100
Suman Mokhtarian,4011,exact,100
Sumudaerji,4013,exact,100
Sung Bin Jo,4014,exact,100
Syuri Kondo,4015,exact,100
TJ Brown,4016,exact,100
TJ Dillashaw,4018,exact,100
TJ Grant,4019,exact,100
TJ Laramie,4021,exact,100
TJ O'Brien,4022,exact,100
TJ Waldburger,4023,exact,100
Tabatha Ricci,4024,exact,100
Tae Hyun Bang,4026,exact,100
Tafon Nchukwi,4028,exact,100
Tagir Ulanbekov,4029,exact,100
Tai Bowden,4030,exact,100
Tai Tuivasa,4031,exact,100
Taila Santos,4034,exact,100
Tainara Lisboa,4035,exact,100
Taiyilake Nueraji,4036,exact,100
Takanori Gomi,4039,exact,100
Takashi Sato,4040,exact,100
Takenori Sato,4045,exact,100
Takeya Mizugaki,4049,exact,100
Talita Alencar,4050,exact,100
Talita Bernardo,4051,exact,100
Tallison Teixeira,4053,exact,100
Tamdan McCrory,4054,exact,100
Tamires Vidal,4055,exact,100
Tanner Boser,4057,exact,100
Tarec Saffiedine,4058,exact,100
Tateki Matsuda,4059,exact,100
Tatiana Suarez,4060,exact,100
Tatsuro Taira,4061,exact,100
Tatsuya Kawajiri,4064,exact,100
Taylor Lapilus,4069,exact,100
Te Edwards,4072,exact,100
Tecia Pennington,4074,exact,100
Tedd Williams,4075,exact,100
Teemu Packalen,4077,exact,100
Tereza Bleda,4079,exact,100
Terrance McKinney,4080,exact,100
Terrance Saeteurn,4081,exact,100
Terrence Mitchell,4083,exact,100
Terrion Ware,4084,exact,100
Terry Etim,4085,exact,100
Terry Martin,4086,exact,100
Teruto Ishihara,4087,exact,100
Thaddeus Luster,4090,exact,100
Thales Leites,4091,exact,100
Themba Gorimbo,4093,exact,100
Thiago Alves,4096,exact,100
Thiago Moises,4097,exact,100
Thiago Perpetuo,4098,exact,100
Thiago Santos,4099,exact,100
Thiago Silva,4100,exact,100
Thiago Tavares,4101,exact,100
Thibault Gouti,4102,exact,100
Thomas Almeida,4103,exact,100
Thomas Gifford,4107,exact,100
Thomas Petersen,4110,exact,100
Thomas Ramirez,4111,exact,100
Tiago dos Santos e Silva,4113,exact,100
Tiki Ghosn,4115,exact,100
Tim Boetsch,4116,exact,100
Tim Credeur,4119,exact,100
Tim Elliott,4120,exact,100
Tim Gorman,4121,exact,100
Tim Hague,4122,exact,100
Tim Kennedy,4123,exact,100
Tim Lajcik,4124,exact,100
Tim McKenzie,4125,exact,100
Tim Means,4126,exact,100
Tim Sylvia,4129,exact,100
Tim Williams,4130,exact,100
Timmy Cuamba,4131,exact,100
Timothy Johnson,4133,exact,100
Timur Valiev,4134,exact,100
Tina Lahdemaki,4135,exact,100
Tito Ortiz,4137,exact,100
Todd Brown,4140,exact,100
Todd Butler,4141,exact,100
Todd Duffee,4142,exact,100
Todd Medina,4145,exact,100
Tofiq Musayev,4147,exact,100
Tom Aspinall,4152,exact,100
Tom Blackledge,4153,exact,100
Tom Breese,4154,exact,100
Tom DeBlass,4155,exact,100
Tom Duquesnoy,4156,exact,100
Tom Egan,4157,exact,100
Tom Gallicchio,4159,exact,100
Tom Lawlor,4160,exact,100
Tom Murphy,4161,exact,100
Tom Niinimaki,4162,exact,100
Tom Nolan,4163,exact,100
Tom Watson,4166,exact,100
Tomasz Drwal,4167,exact,100
Tommy Hayden,4170,exact,100
Tommy McMillen,4172,exact,100
Tommy Speer,4174,exact,100
Tony DeSouza,4179,exact,100
Tony Ferguson,4180,exact,100
Tony Fryklund,4181,exact,100
Tony Gravely,4182,exact,100
Tony Halme,4183,exact,100
Tony Kelley,4187,exact,100
Tony Petarra,4188,exact,100
Tony Sims,4189,exact,100
Tonya Evinger,4191,exact,100
Tor Troeng,4193,exact,100
Torrez Finney,4195,exact,100
Toshiomi Kazama,4196,exact,100
